incorrect_text,correct_text,error_type,error_location,explanation,difficulty_level
この件は、ペンディングで,この件は、保留にしてください,business_japanese,ペンディング,'ペンディング' is jargon for 'pending'.,beginner
wktk,（わくわくしている様子）,social_media,wktk,"Abbreviation for 'wakuwaku tekateka', meaning excited.",advanced
フロリダ,（お風呂に入るので、会話から離脱する）,social_media,フロリダ,"Slang meaning 'I'm taking a bath, so I'm leaving the chat'.",advanced
本稿では、〜を考察する,本稿では、〜を考察します,academic_writing,する,'します' is a more definitive ending.,intermediate
AはBと、同様の結果であった,AはBと同様の結果でした,politeness,であった,'でした' is the standard polite past tense.,intermediate
お気をつけて（誰かを見送る時に）,お気をつけて,cultural_context,,Correctly said when someone is leaving.,beginner
ごめんください（人の家を訪ねた時に）,ごめんください,cultural_context,,Correctly said to get attention when visiting someone's home.,beginner
かれは、学生ですか,彼は学生ですか,character_error,かれ,'彼' is usually written in Kanji.,beginner
わたしは、にほんごを、べんきょうします,私は日本語を勉強します,character_error,"わたし, にほんご, べんきょう",These are commonly written with Kanji.,beginner
1月1日,1月1日,number_date_time,,Correct format for date.,beginner
午前9時半,午前9時30分,number_date_time,半,Using '30分' is more formal than '半'.,beginner
あそこの、レストランは、おいしい,あそこのレストランは美味しいです,politeness,おいしい,'です' makes it polite.,beginner
そんなこと、しないで,そのようなことは、しないでください,politeness,そんなこと,A more polite phrasing.,intermediate
明日、雨が降る、と思います,明日、雨が降ると思います,punctuation_error,",",Comma is not needed.,beginner
彼が、言ったことは、本当だ,彼が言ったことは本当です,politeness,だ,'です' makes it polite.,beginner
お茶が、飲みたい,お茶が飲みたいです,politeness,飲みたい,'です' makes it polite.,beginner
きのう、えいがを、みました,昨日、映画を見ました,character_error,"きのう, えいが, みました",Using Kanji is standard.,beginner
このケーキ、おいしいそう,このケーキは、おいしそうです,sentence_structure,,'は' and 'です' make it a complete and polite sentence.,beginner
私は、先生に、質問した,私は先生に質問しました,punctuation_error,",",Comma is unnecessary.,beginner
彼に、本を、あげた,彼に本をあげました,politeness,あげた,'あげました' is the polite form.,beginner
彼女は、きれいだ、と思います,彼女はきれいだと思います,punctuation_error,",",Comma is not needed.,beginner
犬と、散歩する,犬と散歩します,politeness,する,'します' is the polite form.,beginner
これは、私の、傘,これは私の傘です,politeness,傘,'です' makes it a complete sentence.,beginner
彼は、もう、帰りましたか,彼はもう帰りましたか,punctuation_error,",",Comma is unnecessary.,beginner
コーヒー、飲む？,コーヒーを飲みますか？,politeness,飲む,A polite way to offer coffee.,beginner
今日、暑いね,今日は暑いですね,politeness,ね,A more polite sentence ender.,beginner
それは、難しい、問題だ,それは難しい問題です,politeness,だ,'です' makes it polite.,beginner
彼は、親切、そして、頭がいい,彼は親切で、頭がいいです,conjunctions,そして,The te-form 'で' connects the na-adjective.,intermediate
公園へ、行く、そして、遊ぶ,公園へ行って、遊びます,conjunctions,そして,The te-form connects the actions.,intermediate
この、映画は、感動的だった,この映画は感動的でした,politeness,だった,'でした' is the polite past tense.,beginner
彼は、私の、友達だ,彼は私の友達です,politeness,だ,'です' is the polite copula.,beginner
彼女は、歌が、上手,彼女は歌が上手です,politeness,上手,'です' makes it a complete sentence.,beginner
この、料理は、辛い,この料理は辛いです,politeness,辛い,'です' makes it polite.,beginner
明日、テストが、ある,明日、テストがあります,politeness,ある,'あります' is the polite form.,beginner
彼は、背が、高い,彼は背が高いです,politeness,高い,'です' makes it polite.,beginner
この、カバンは、重い,このカバンは重いです,politeness,重い,'です' makes it polite.,beginner
今、何時？,今、何時ですか,politeness,何時,'ですか' makes it a polite question.,beginner
彼は、よく、勉強する,彼はよく勉強します,politeness,する,'します' is the polite form.,beginner
彼女は、いつも、元気だ,彼女はいつも元気です,politeness,だ,'です' is the polite form.,beginner
この、花は、美しい,この花は美しいです,politeness,美しい,'です' makes it polite.,beginner
彼は、日本語が、ペラペラだ,彼は日本語がペラペラです,politeness,だ,'です' is the polite form.,beginner
この、町は、静かだ,この町は静かです,politeness,だ,'です' is the polite form.,beginner
彼は、泳ぐのが、得意だ,彼は泳ぐのが得意です,politeness,だ,'です' is the polite form.,beginner
彼女は、料理が、下手だ,彼女は料理が下手です,politeness,だ,'です' is the polite form.,beginner
この、本は、つまらない,この本はつまらないです,politeness,つまらない,'です' makes it polite.,beginner
彼は、足が、速い,彼は足が速いです,politeness,速い,'です' makes it polite.,beginner
この、道は、危ない,この道は危ないです,politeness,危ない,'です' makes it polite.,beginner
彼は、お金持ち、だけど、ケチだ,彼はお金持ちですが、ケチです,conjunctions,だけど,'ですが' is a more polite conjunction.,intermediate
雨が、降っている、から、傘を持っていく,雨が降っているから、傘を持っていきます,politeness,もっていく,'持っていきます' is the polite form.,beginner
彼は、頭が痛い、と言っていた,彼は頭が痛いと言っていました,politeness,いた,'いました' is the polite past continuous tense.,beginner
明日、晴れたら、ピクニックに行こう,明日晴れたら、ピクニックに行きましょう,politeness,いこう,'行きましょう' is a polite suggestion.,beginner
この、問題、分かる？,この問題が分かりますか,politeness,分かる,'分かりますか' is a polite question.,beginner
ちょっと、待って,少々、お待ちください,politeness,待って,A polite way to ask someone to wait.,intermediate
彼は、親切な、人だ,彼は親切な人です,politeness,だ,'です' is the polite form.,beginner
彼女は、きれいな、声をしている,彼女はきれいな声をしています,politeness,している,'しています' is the polite form.,beginner
この、スープは、熱い,このスープは熱いです,politeness,熱い,'です' makes it polite.,beginner
彼は、いつも、忙しそうだ,彼はいつも忙しそうです,politeness,そうだ,Ending with 'です' is more polite.,beginner
この、仕事は、楽だ,この仕事は楽です,politeness,だ,'です' is the polite form.,beginner
彼は、優しい、先生だ,彼は優しい先生です,politeness,だ,'です' is the polite form.,beginner
彼女は、明るい、性格だ,彼女は明るい性格です,politeness,だ,'です' is the polite form.,beginner
この、映画は、怖い,この映画は怖いです,politeness,怖い,'です' makes it polite.,beginner
彼は、正直な、人だ,彼は正直な人です,politeness,だ,'です' is the polite form.,beginner
彼女は、頭が、いい,彼女は頭がいいです,politeness,いい,'です' makes it polite.,beginner
この、本は、役に立つ,この本は役に立ちます,politeness,立つ,'立ちます' is the polite form.,beginner
彼は、面白い、話をする,彼は面白い話をします,politeness,する,'します' is the polite form.,beginner
彼女は、きれいな、字を書く,彼女はきれいな字を書きます,politeness,書く,'書きます' is the polite form.,beginner
この、店は、有名だ,この店は有名です,politeness,だ,'です' is the polite form.,beginner
彼は、スポーツが、万能だ,彼はスポーツが万能です,politeness,だ,'です' is the polite form.,beginner
彼女は、スタイルが、いい,彼女はスタイルがいいです,politeness,いい,'です' makes it polite.,beginner
この、問題は、簡単だ,この問題は簡単です,politeness,だ,'です' is the polite form.,beginner
彼は、責任感が、強い,彼は責任感が強いです,politeness,強い,'です' makes it polite.,beginner
彼女は、感受性が、豊かだ,彼女は感受性が豊かです,politeness,だ,'です' is the polite form.,beginner
この、街は、活気が、ある,この街は活気があります,politeness,ある,'あります' is the polite form.,beginner
彼は、行動力が、ある,彼は行動力があります,politeness,ある,'あります' is the polite form.,beginner
彼女は、協調性が、ある,彼女は協調性があります,politeness,ある,'あります' is the polite form.,beginner
この、会社は、将来性が、ある,この会社は将来性があります,politeness,ある,'あります' is the polite form.,beginner
彼は、リーダーシップが、ある,彼はリーダーシップがあります,politeness,ある,'あります' is the polite form.,beginner
彼女は、ユーモアのセンスが、ある,彼女はユーモアのセンスがあります,politeness,ある,'あります' is the polite form.,beginner
この、国は、歴史が、古い,この国は歴史が古いです,politeness,古い,'です' makes it polite.,beginner
彼は、知識が、豊富だ,彼は知識が豊富です,politeness,だ,'です' is the polite form.,beginner
彼女は、経験が、浅い,彼女は経験が浅いです,politeness,浅い,'です' makes it polite.,beginner
この、製品は、品質が、高い,この製品は品質が高いです,politeness,高い,'です' makes it polite.,beginner
彼は、人望が、厚い,彼は人望が厚いです,politeness,厚い,'です' makes it polite.,beginner
彼女は、好奇心が、旺盛だ,彼女は好奇心が旺盛です,politeness,だ,'です' is the polite form.,beginner
この、地域は、自然が、豊かだ,この地域は自然が豊かです,politeness,だ,'です' is the polite form.,beginner
彼は、決断力が、ある,彼は決断力があります,politeness,ある,'あります' is the polite form.,beginner
彼女は、想像力が、豊かだ,彼女は想像力が豊かです,politeness,だ,'です' is the polite form.,beginner
この、チームは、団結力が、ある,このチームは団結力があります,politeness,ある,'あります' is the polite form.,beginner
彼は、説得力が、ある,彼は説得力があります,politeness,ある,'あります' is the polite form.,beginner
彼女は、表現力が、豊かだ,彼女は表現力が豊かです,politeness,だ,'です' is the polite form.,beginner
アグリーです,同意します,business_japanese,アグリー,'アグリー' (agree) is jargon. '同意します' is the standard phrase.,beginner
 ASAPでお願いします,なるべく早くお願いします,business_japanese,ASAP,'ASAP' is English jargon.,beginner
この件、コンセンサス取れてる？,この件について、合意は取れていますか？,business_japanese,コンセンサス,'コンセンサス' (consensus) is jargon. '合意' is the Japanese word.,intermediate
後で、フィードバックします,後ほど、ご意見をお伝えします,business_japanese,フィードバック,'フィードバック' (feedback) is jargon.,intermediate
イニシアチブを取る,主導権を握る,business_japanese,イニシアチブ,'イニシアチブ' (initiative) is jargon.,advanced
ウィンウィンの関係,双方に利益のある関係,business_japanese,ウィンウィン,'ウィンウィン' (win-win) is jargon.,intermediate
エビデンスはありますか？,証拠はありますか？,business_japanese,エビデンス,'エビデンス' (evidence) is jargon.,intermediate
オンスケで、進んでいます,予定通り、進んでいます,business_japanese,オンスケ,'オンスケ' is jargon for 'on schedule'.,beginner
コミットします,約束します,business_japanese,コミット,'コミット' (commit) is jargon.,intermediate
デフォルトで、こうなっている,初期設定で、このようになっています,business_japanese,デフォルト,'デフォルト' (default) is jargon.,beginner
このタスクの、プライオリティは、高い,このタスクの優先順位は、高いです,business_japanese,プライオリティ,'プライオリティ' (priority) is jargon.,intermediate
プロジェクトを、ローンチする,プロジェクトを、開始する,business_japanese,ローンチ,'ローンチ' (launch) is jargon.,intermediate
この、ドキュメントを、レビューしてください,この書類を、確認してください,business_japanese,ドキュメント、レビュー,Jargon for 'document' and 'review'.,beginner
彼は、ロジカルな、思考をする,彼は、論理的な、思考をします,business_japanese,ロジカル,'ロジカル' (logical) is jargon.,intermediate
リスクヘッジが、必要だ,危険回避策が、必要です,business_japanese,リスクヘッジ,'リスクヘッジ' (risk hedge) is jargon.,advanced
この、スキルを、ブラッシュアップしたい,この技術を、磨きたい,business_japanese,スキル、ブラッシュアップ,Jargon for 'skill' and 'brush up'.,intermediate
今日の、ミーティングの、アジェンダは？,今日の会議の議題は、何ですか？,business_japanese,ミーティング、アジェンダ,Jargon for 'meeting' and 'agenda'.,beginner
この、マイルストーンを、達成する,この中間目標を、達成します,business_japanese,マイルストーン,'マイルストーン' (milestone) is jargon.,advanced
彼は、キーマンだ,彼は、中心人物です,business_japanese,キーマン,'キーマン' (keyman) is jargon.,intermediate
この、ソリューションは、素晴らしい,この解決策は、素晴らしいです,business_japanese,ソリューション,'ソリューション' (solution) is jargon.,intermediate
彼は、プレゼンが、うまい,彼は、プレゼンテーションが、上手です,business_japanese,プレゼン,'プレゼン' is an abbreviation. '上手です' is more polite.,beginner
この件、NRでお願いします,この件、直帰でお願いします,business_japanese,NR,'NR' is an abbreviation for 'No Return'. It means you will not return to the office after the visit.,advanced
MTGは、午後3時からです,会議は、午後3時からです,business_japanese,MTG,'MTG' is an abbreviation for 'meeting'.,beginner
PCを、再起動してください,パソコンを、再起動してください,business_japanese,PC,'PC' is an abbreviation for 'personal computer'.,beginner
この、資料、展開しといて,この資料を、共有しておいてください,business_japanese,展開,"In business context, '展開' often means to share information.",intermediate
彼は、我が社の、エースだ,彼は、我が社の、最も優秀な社員です,business_japanese,エース,'エース' (ace) is used for the best performer.,intermediate
この、案件は、BtoBです,この案件は、法人向けです,business_japanese,BtoB,'BtoB' is an abbreviation for 'Business to Business'.,advanced
明日の、アポは、キャンセルになった,明日の約束は、中止になりました,business_japanese,"アポ, キャンセル",'アポ' is an abbreviation for 'appointment'. 'キャンセル' is jargon.,beginner
この、データ、サマっといて,このデータを、要約しておいてください,business_japanese,サマる,'サマる' is slang for 'summarize'.,intermediate
彼の、意見は、ナンセンスだ,彼の意見は、意味がありません,business_japanese,ナンセンス,'ナンセンス' (nonsense) is a loan word.,intermediate
今日の、タスクは、これです,今日の作業は、これです,business_japanese,タスク,'タスク' (task) is jargon.,beginner
この、プロジェクトは、オンスケです,このプロジェクトは、予定通りです,business_japanese,オンスケ,'オンスケ' (on schedule) is jargon.,beginner
彼は、まだ、会社に、いる？,彼はまだ、会社にいらっしゃいますか？,honorifics,いる,'いらっしゃいますか' is the honorific form.,intermediate
部長が、そう、言ってた,部長が、そのようにおっしゃっていました,honorifics,言ってた,'おっしゃっていました' is the honorific form.,advanced
これを、先生に、あげる,これを先生に差し上げます,honorifics,あげる,"'差し上げます' is the humble form of 'あげる', appropriate for giving to a superior.",advanced
社長は、もう、帰った,社長はもう、お帰りになりました,honorifics,帰った,'お帰りになりました' is the honorific form.,advanced
お客様が、来た,お客様が、見えました,honorifics,来た,'見えました' or 'いらっしゃいました' is a more polite way to say a guest has arrived.,advanced
何が、食べたい？,何を、召し上がりたいですか？,honorifics,食べたい,'召し上がりたいですか' is the honorific form.,intermediate
明日、うちに、来る？,明日、私の家に、いらっしゃいますか？,honorifics,来る,'いらっしゃいますか' is the honorific form.,intermediate
先生は、この本を、読んだ？,先生は、この本を、お読みになりましたか？,honorifics,読んだ,'お読みになりましたか' is the honorific form.,advanced
部長は、今、電話に、出れない,部長は今、電話に、出られません,honorifics,出れない,"The correct potential form is '出られない', and the polite form '出られません' is needed.",intermediate
お客様の、名前は？,お客様の、お名前は、何と、おっしゃいますか？,honorifics,名前,A very polite way to ask for a name.,advanced
彼は、昨日、来なかった,彼は昨日、いらっしゃいませんでした,honorifics,来なかった,The honorific negative past is 'いらっしゃいませんでした'.,advanced
先生が、これを、作った,先生が、これを、お作りになりました,honorifics,作った,The honorific form is 'お作りになりました'.,advanced
社長は、それを、知らない,社長は、それを、ご存じありません,honorifics,知らない,The honorific negative is 'ご存じありません'.,advanced
お客様を、部屋に、通して,お客様を、部屋に、お通ししてください,honorifics,通して,The honorific form is 'お通ししてください'.,intermediate
部長の、奥さんは、きれいだ,部長の奥様は、きれいです,honorifics,奥さん,'奥様' is the respectful term. 'です' makes it polite.,intermediate
先生が、荷物を、持つ,先生の荷物を、お持ちします,honorifics,持つ,The humble form 'お持ちします' is used when offering to do something for a superior.,advanced
お客様に、お茶を、出す,お客様に、お茶を、お出しします,honorifics,出す,The humble form 'お出しします' is appropriate.,intermediate
社長に、意見を、言う,社長に、意見を、申し上げます,honorifics,言う,The humble form '申し上げます' is used for speaking to a superior.,advanced
先生の、話を、聞く,先生の、お話を、伺います,honorifics,聞く,The humble form '伺います' is used for listening to a superior.,advanced
部長の、家に、行く,部長の、お宅に、伺います,honorifics,家、行く,"'お宅' is the respectful word for someone's home, and '伺います' is the humble verb for visiting.",advanced
彼は、空気を読めない,彼は、場の状況を、理解できない,idiomatic_expressions,空気を読めない,'Cannot read the air' means someone is oblivious to the social context.,intermediate
彼女は、猫をかぶっている,彼女は、本性を、隠している,idiomatic_expressions,猫をかぶっている,'To wear a cat' means to feign innocence.,advanced
彼は、胡麻をする,彼は、お世辞を言う,idiomatic_expressions,胡麻をする,'To grind sesame seeds' means to flatter someone.,advanced
彼は、道草を食う,彼は、寄り道をする,idiomatic_expressions,道草を食う,'To eat roadside grass' means to dawdle.,intermediate
それは、耳にタコができる,それは、何度も聞いて、うんざりだ,idiomatic_expressions,耳にタコができる,'To get a callus on the ear' means to be tired of hearing something.,advanced
彼は、頭が切れる,彼は、非常に、賢い,idiomatic_expressions,頭が切れる,'Head is sharp' means very intelligent.,advanced
彼女は、鼻が高い,彼女は、自慢している,idiomatic_expressions,鼻が高い,'Nose is high' means to be boastful.,intermediate
彼は、口が軽い,彼は、秘密を、守れない,idiomatic_expressions,口が軽い,'Mouth is light' means unable to keep secrets.,intermediate
その話は、眉唾だ,その話は、信じがたい,idiomatic_expressions,眉唾,'Eyebrow-saliva' means something is suspicious or unreliable.,advanced
彼は、肩を落としている,彼は、がっかりしている,idiomatic_expressions,肩を落としている,'To drop one's shoulders' means to be disappointed.,intermediate
彼は、顔が広い,彼は、知り合いが、多い,idiomatic_expressions,顔が広い,'Face is wide' means to be well-connected.,intermediate
彼女は、腕が上がった,彼女は、上達した,idiomatic_expressions,腕が上がった,'Arm has risen' means one's skill has improved.,intermediate
彼は、足を洗う,彼は、悪い、関係を、断つ,idiomatic_expressions,足を洗う,'To wash one's feet' means to leave a life of crime or a bad situation.,advanced
それは、自腹を切る,それは、自己負担する,idiomatic_expressions,自腹を切る,'To cut one's own stomach' means to pay for something out of one's own pocket.,intermediate
彼は、腹を割って話す,彼は、本音で、話す,idiomatic_expressions,腹を割って話す,'To speak with a cut-open stomach' means to speak frankly.,intermediate
彼女は、気が利く,彼女は、細やかな、配慮が、できる,idiomatic_expressions,気が利く,'Ki works well' means to be thoughtful and attentive.,intermediate
彼は、腰が低い,彼は、謙虚だ,idiomatic_expressions,腰が低い,'Waist is low' means to be humble.,intermediate
彼女は、目が肥えている,彼女は、良いものを、見分ける、能力が、ある,idiomatic_expressions,目が肥えている,'Eyes are fertilized' means to have a discerning eye.,advanced
彼は、手に汗を握る,彼は、緊張している,idiomatic_expressions,手に汗を握る,'To grip sweat in one's hand' means to be on the edge of one's seat with suspense.,intermediate
彼女は、腑に落ちない,彼女は、納得できない,idiomatic_expressions,腑に落ちない,'Does not fall into the腑(guts)' means something doesn't make sense.,advanced
あの、すみません,すみません,filler_words,あの,'あの' is a filler word and can often be removed for more direct speech.,beginner
えーと、それはですね,それはですね,filler_words,えーと,'えーと' is a hesitation sound and can be removed.,beginner
まあ、いいんじゃない,いいんじゃないでしょうか,filler_words,まあ,"'まあ' can soften a statement, but 'でしょうか' makes this phrase more polite.",intermediate
なんか、変な感じ,なんだか、変な感じがします,filler_words,なんか,"'なんだか' is slightly more formal, and adding 'がします' makes it a full sentence.",intermediate
とりあえず、これで,ひとまず、これでお願いします,filler_words,とりあえず,'ひとまず' is a slightly more formal equivalent of 'とりあえず' (for now).,beginner
やっぱり、彼が、正しかった,やはり、彼が正しかったです,politeness,やっぱり,'やはり' is more formal than 'やっぱり'. 'です' form is polite.,intermediate
じゃあ、また後で,では、また後ほど,politeness,じゃあ,'では' and '後ほど' are more formal.,beginner
うん、わかった,はい、承知いたしました,politeness,うん,A very formal and polite acknowledgement.,advanced
チョーうける,とても面白いですね,slang,チョーうける,'チョー' is slang for 'very'. 'うける' is slang for 'funny'.,intermediate
彼は、ドタキャンした,彼は、直前に約束をキャンセルしました,slang,ドタキャン,'ドタキャン' is slang for cancelling at the last minute.,intermediate
それは、ビミョーだね,それは、何とも言えませんね,slang,ビミョー,'ビミョー' (subtle) is slang for a situation that is not clearly good or bad.,intermediate
この服、ダサい,この服は、格好悪いですね,slang,ダサい,'ダサい' is slang for 'uncool' or 'unfashionable'.,beginner
彼は、チャラい,彼は、軽薄な人です,slang,チャラい,'チャラい' is slang for someone who is flashy and insincere.,intermediate
JKがたくさんいる,女子高生がたくさんいます,abbreviation,JK,'JK' is an abbreviation for 'Joshi Kousei' (high school girl).,beginner
サラリーマンは、大変だ,会社員は、大変です,loan_word,サラリーマン,'会社員' is the general Japanese term for an office worker.,beginner
この、セーターは、GAPで買った,このセーターは、ギャップで買いました,character_error,GAP,Company names in English are often written in Katakana.,beginner
JRで、東京駅に、行く,JRで、東京駅に行きます,politeness,行く,'行きます' is the polite form.,beginner
彼は、ふいんきが、いい,彼は、雰囲気が、いいです,spelling_error,ふいんき,The correct spelling is 'ふんいき'.,intermediate
ぜんぜん、大丈夫,全く、問題ありません,grammar,ぜんぜん,"'ぜんぜん' is usually used with negative verbs. '全く問題ありません' is a strong, positive affirmation.",intermediate
食べ放題に、行く,食べ放題に行きます,politeness,行く,Polite form.,beginner
飲み放題は、いくら？,飲み放題は、いくらですか,politeness,いくら,Polite question form.,beginner
彼は、仕事を、がんばる,彼は、仕事を、頑張ります,politeness,がんばる,Polite form.,beginner
彼女は、猫が、大好きだ,彼女は、猫が、大好きです,politeness,だ,Polite form.,beginner
この、お菓子は、甘い,この、お菓子は、甘いです,politeness,甘い,Polite form.,beginner
今日は、少し、寒い,今日は、少し、寒いです,politeness,寒い,Polite form.,beginner
この、川は、深い,この、川は、深いです,politeness,深い,Polite form.,beginner
この、坂は、急だ,この、坂は、急です,politeness,だ,Polite form.,beginner
彼の、話は、長い,彼の、話は、長いです,politeness,長い,Polite form.,beginner
彼女の、髪は、黒い,彼女の、髪は、黒いです,politeness,黒い,Polite form.,beginner
この、部屋は、明るい,この、部屋は、明るいです,politeness,明るい,Polite form.,beginner
この、森は、暗い,この、森は、暗いです,politeness,暗い,Polite form.,beginner
この、石は、硬い,この、石は、硬いです,politeness,硬い,Polite form.,beginner
この、パンは、柔らかい,この、パンは、柔らかいです,politeness,柔らかい,Polite form.,beginner
この、道は、広い,この、道は、広いです,politeness,広い,Polite form.,beginner
この、部屋は、狭い,この、部屋は、狭いです,politeness,狭い,Polite form.,beginner
彼は、心が、広い,彼は、心が、広いです,politeness,広い,Polite form.,beginner
彼女は、背が、低い,彼女は、背が、低いです,politeness,低い,Polite form.,beginner
この、山は、高い,この、山は、高いです,politeness,高い,Polite form.,beginner
この、川は、浅い,この、川は、浅いです,politeness,浅い,Polite form.,beginner
この、本は、厚い,この、本は、厚いです,politeness,厚い,Polite form.,beginner
この、紙は、薄い,この、紙は、薄いです,politeness,薄い,Polite form.,beginner
彼は、声が、大きい,彼は、声が、大きいです,politeness,大きい,Polite form.,beginner
彼女は、声が、小さい,彼女は、声が、小さいです,politeness,小さい,Polite form.,beginner
この、スープは、濃い,この、スープは、濃いです,politeness,濃い,Polite form.,beginner
この、お茶は、薄い,この、お茶は、薄いです,politeness,薄い,Polite form.,beginner
この、線は、太い,この、線は、太いです,politeness,太い,Polite form.,beginner
この、糸は、細い,この、糸は、細いです,politeness,細い,Polite form.,beginner
この、水は、冷たい,この、水は、冷たいです,politeness,冷たい,Polite form.,beginner
この、お茶は、ぬるい,この、お茶は、ぬるいです,politeness,ぬるい,Polite form.,beginner
この、町は、古い,この、町は、古いです,politeness,古い,Polite form.,beginner
この、家は、新しい,この、家は、新しいです,politeness,新しい,Polite form.,beginner
彼は、若く、見える,彼は、若く、見えます,politeness,見える,Polite form.,beginner
彼女は、美しい、と思う,彼女は、美しいと、思います,politeness,思う,Polite form.,beginner
この、花は、良い、匂いがする,この、花は、良い、匂いがします,politeness,する,Polite form.,beginner
この、果物は、酸っぱい,この、果物は、酸っぱいです,politeness,酸っぱい,Polite form.,beginner
この、薬は、苦い,この、薬は、苦いです,politeness,苦い,Polite form.,beginner
彼は、正しい、と思う,彼は、正しいと、思います,politeness,思う,Polite form.,beginner
それは、間違いだ,それは、間違いです,politeness,だ,Polite form.,beginner
この、仕事は、楽しい,この、仕事は、楽しいです,politeness,楽しい,Polite form.,beginner
彼は、悲しそうだ,彼は、悲しそうです,politeness,そうだ,Polite form.,beginner
彼女は、嬉しそうだ,彼女は、嬉しそうです,politeness,そうだ,Polite form.,beginner
この、映画は、面白い,この、映画は、面白いです,politeness,面白い,Polite form.,beginner
この、本は、つまらない,この、本は、つまらないです,politeness,つまらない,Polite form.,beginner
彼は、寂しそうだ,彼は、寂しそうです,politeness,そうだ,Polite form.,beginner
彼女は、眠そうだ,彼女は、眠そうです,politeness,そうだ,Polite form.,beginner
彼は、腹が、減った,彼は、お腹が、空きました,politeness,減った,Polite and more common expression.,beginner
彼女は、喉が、渇いた,彼女は、喉が、渇きました,politeness,渇いた,Polite form.,beginner
この、服は、汚い,この、服は、汚いです,politeness,汚い,Polite form.,beginner
この、部屋は、きれいだ,この、部屋は、きれいです,politeness,だ,Polite form.,beginner
彼は、元気そうだ,彼は、元気そうです,politeness,そうだ,Polite form.,beginner
彼女は、病気だ,彼女は、病気です,politeness,だ,Polite form.,beginner
この、犬は、賢い,この、犬は、賢いです,politeness,賢い,Polite form.,beginner
この、猫は、可愛い,この、猫は、可愛いです,politeness,可愛い,Polite form.,beginner
彼は、かっこいい,彼は、かっこいいです,politeness,かっこいい,Polite form.,beginner
彼女は、親切だ,彼女は、親切です,politeness,だ,Polite form.,beginner
彼は、真面目だ,彼は、真面目です,politeness,だ,Polite form.,beginner
彼女は、正直だ,彼女は、正直です,politeness,だ,Polite form.,beginner
彼は、意地悪だ,彼は、意地悪です,politeness,だ,Polite form.,beginner
彼女は、わがままだ,彼女は、わがままです,politeness,だ,Polite form.,beginner
彼は、頑固だ,彼は、頑固です,politeness,だ,Polite form.,beginner
彼女は、内気だ,彼女は、内気です,politeness,だ,Polite form.,beginner
彼は、社交的だ,彼は、社交的です,politeness,だ,Polite form.,beginner
彼女は、積極的だ,彼女は、積極的です,politeness,だ,Polite form.,beginner
彼は、消極的だ,彼は、消極的です,politeness,だ,Polite form.,beginner
彼女は、楽観的だ,彼女は、楽観的です,politeness,だ,Polite form.,beginner
彼は、悲観的だ,彼は、悲観的です,politeness,だ,Polite form.,beginner
彼女は、現実的だ,彼女は、現実的です,politeness,だ,Polite form.,beginner
彼は、理想主義者だ,彼は、理想主義者です,politeness,だ,Polite form.,beginner
彼女は、ロマンチストだ,彼女は、ロマンチストです,politeness,だ,Polite form.,beginner
彼は、努力家だ,彼は、努力家です,politeness,だ,Polite form.,beginner
彼女は、怠け者だ,彼女は、怠け者です,politeness,だ,Polite form.,beginner
彼は、働き者だ,彼は、働き者です,politeness,だ,Polite form.,beginner
彼女は、おしゃれだ,彼女は、おしゃれです,politeness,だ,Polite form.,beginner
彼は、無口だ,彼は、無口です,politeness,だ,Polite form.,beginner
彼女は、おしゃべりだ,彼女は、おしゃべりです,politeness,だ,Polite form.,beginner
彼は、金持ちだ,彼は、金持ちです,politeness,だ,Polite form.,beginner
彼女は、貧乏だ,彼女は、貧乏です,politeness,だ,Polite form.,beginner
彼は、健康だ,彼は、健康です,politeness,だ,Polite form.,beginner
彼女は、不健康だ,彼女は、不健康です,politeness,だ,Polite form.,beginner
彼は、幸運だ,彼は、幸運です,politeness,だ,Polite form.,beginner
彼女は、不運だ,彼女は、不運です,politeness,だ,Polite form.,beginner
彼は、幸せだ,彼は、幸せです,politeness,だ,Polite form.,beginner
彼女は、不幸だ,彼女は、不幸です,politeness,だ,Polite form.,beginner
彼は、自由だ,彼は、自由です,politeness,だ,Polite form.,beginner
彼女は、不自由だ,彼女は、不自由です,politeness,だ,Polite form.,beginner
彼は、満足だ,彼は、満足です,politeness,だ,Polite form.,beginner
彼女は、不満だ,彼女は、不満です,politeness,だ,Polite form.,beginner
彼は、便利だ,彼は、便利です,politeness,だ,Polite form.,beginner
彼女は、不便だ,彼女は、不便です,politeness,だ,Polite form.,beginner
彼は、可能だ,彼は、可能です,politeness,だ,Polite form.,beginner
彼女は、不可能だ,彼女は、不可能です,politeness,だ,Polite form.,beginner
彼は、安全だ,彼は、安全です,politeness,だ,Polite form.,beginner
彼女は、危険だ,彼女は、危険です,politeness,だ,Polite form.,beginner
彼は、重要だ,彼は、重要です,politeness,だ,Polite form.,beginner
彼女は、不要だ,彼女は、不要です,politeness,だ,Polite form.,beginner
彼は、必要だ,彼は、必要です,politeness,だ,Polite form.,beginner
彼女は、十分だ,彼女は、十分です,politeness,だ,Polite form.,beginner
彼は、不足だ,彼は、不足です,politeness,だ,Polite form.,beginner
彼女は、特別だ,彼女は、特別です,politeness,だ,Polite form.,beginner
彼は、普通だ,彼は、普通です,politeness,だ,Polite form.,beginner
彼女は、複雑だ,彼女は、複雑です,politeness,だ,Polite form.,beginner
彼は、単純だ,彼は、単純です,politeness,だ,Polite form.,beginner
